YTD Total Jan-Nov 2012,ISSN,ID,TITLE
182,0744-6020,11601,Orthopaedic Nursing
182,1533-6263,13629,Sign Language Studies
182,1068-1302,5688,Powder Metallurgy and Metal Ceramics
182,1367-6261,4487,Journal of Youth Studies
182,0954-6553,11865,Terrorism and Political Violence
181,1522-8401,9151,Clinical Pediatric Emergency Medicine
181,0011-393X,1672,Current Therapeutic Research
181,0026-0657,4874,Metal Powder Report
181,0172-9179,10952,Facies
181,1543-8635,7168,"Research in Sports Medicine: An International Journal (formerly Sports Medicine, Training and Rehabilitation)"
181,1099-1417,4243,Journal of Quaternary Science
180,1755-2966,19710,Mental Health and Physical Activity
180,0740-9303,5334,Ophthalmic Plastic and Reconstructive Surgery
180,0006-2979,800,Biochemistry (Moscow)
180,1229-9197,18655,Fibers and Polymers
180,1063-7095,2951,International Applied Mechanics
180,1098-2272,2476,Genetic Epidemiology
179,1469-8110,7133,Natural Language Engineering
179,1055-3290,19518,Journal of the Association of Nurses in AIDS Care
179,1474-2659,3035,International Journal of Constitutional Law
179,1340-3443,19392,Journal of Natural Medicines
179,0938-8990,4703,Mammalian Genome
179,0026-4695,4933,Minerva
179,0141-6200,10648,British Journal of Religious Education
179,1351-1610,2898,Innovation: The European Journal of Social Sciences
179,1363-6820,11420,Journal of Vocational Education and Training (formerly Vocational Aspect of Education)
179,1748-1090,11163,International Zoo Yearbook
179,1365-3113,6499,Systematic Entomology
178,1071-5797,2345,Finite Fields and Their Applications
178,0887-9303,10781,Critical Care Nursing Quarterly (formerly CCQ Critical Care Quarterly)
178,0943-1853,11368,Journal of Public Health
178,1939-8018,14086,"Journal of Signal Processing Systems (formerly Journal of VLSI Signal Processing, The)"
178,0275-7206,2693,History and Anthropology
178,1047-6210,6524,Teaching Education
178,1750-8606,18303,Child Development Perspectives
178,1540-6237,6291,Social Science Quarterly
177,1469-4425,7021,European Journal of Applied Mathematics
177,1464-3642,2811,IMA Journal of Numerical Analysis
177,1873-9318,17992,"Air Quality, Atmosphere & Health"
177,0020-7276,3077,International Journal of Game Theory
177,0165-5701,3252,International Ophthalmology
177,0340-7594,3604,"Journal of Comparative Physiology A: Sensory, Neural, and Behavioral Physiology"
177,1574-1443,3200,Journal of Inorganic and Organometallic Polymers and Materials (formerly Journal of Inorganic and Organometallic Polymers)
177,0942-4962,5029,Multimedia Systems
177,1064-8887,6092,Russian Physics Journal
177,0146-8030,2326,Fiber & Integrated Optics
177,1528-7068,19321,Journal of International Consumer Marketing
177,1533-2977,20258,Services Marketing Quarterly (formerly Journal of Professional Services Marketing)
177,1520-6416,1951,Electrical Engineering in Japan
176,1467-1107,10684,Cardiology in the Young
176,1467-8039,633,Arthropod Structure & Development (formerly known as International Journal of Insect Morphology and Embryology)
176,1045-1056,841,Biologicals (formerly known as Journal of Biological Standardization)
176,0265-9646,6362,Space Policy
176,1463-6689,2403,"Foresight - The journal of future studies, strategic thinking and policy"
176,0741-9058,4619,Library Hi-Tech News
176,1081-5589,256,Journal of Investigative Medicine
176,1741-7260,13081,Early Music
176,0009-4722,1208,"Chirurg, Der"
176,0922-680X,4254,Journal of Regulatory Economics
176,1007-1202,20510,Wuhan University Journal of Natural Sciences
176,1080-7039,11046,Human and Ecological Risk Assessment
176,0960-3123,3063,International Journal of Environmental Health Research
175,1541-0986,7146,Perspectives on Politics
175,1871-403X,19840,Obesity Research & Clinical Practice
175,0966-3274,6665,Transplant Immunology
175,1932-4545,18843,IEEE Transactions on Biomedical Circuits and Systems
175,1361-6498,4245,Journal of Radiological Protection (formerly Journal of the Society for Radiological Protection)
175,1543-7809,13282,"Journal of Aesthetic Education, The"
175,1871-1502,18454,Cultural Studies of Science Education
175,1211-9520,18664,Folia Geobotanica
175,0033-8362,20067,"Radiologia Medica, La"
175,1083-8155,6739,Urban Ecosystems
175,1057-610X,6432,Studies in Conflict & Terrorism
175,1530-9177,20470,"Washington Quarterly, The"
175,1533-2500,5406,Pain Practice
175,1756-8765,20410,Topics in Cognitive Science
174,1474-0575,7024,European Review
174,1434-4610,9282,Protist
174,1755-1315,19031,IOP Conference Series: Earth and Environmental Science
174,1479-8417,7415,Journal of Financial Econometrics
174,1085-7931,12917,American Imago
174,1527-8050,13419,Journal of World History
174,0145-479X,3497,Journal of Bioenergetics and Biomembranes
174,0025-2611,4727,Manuscripta Mathematica
174,0037-4466,6224,Siberian Mathematical Journal
174,1532-7027,18774,Health Communication
174,0197-2243,2880,"Information Society, The"
174,1356-3467,5192,New Political Economy
174,1547-5913,7486,Process Safety Progress
174,1445-6664,6834,Weed Biology and Management
173,1003-9953,19390,Journal of Natural Gas Chemistry
173,1542-2321,1140,"Eye & Contact Lens: Science and Clinical Practice (formerly CLAO Journal, The)"
173,0017-8470,2609,"Hautarzt, Der"
173,2095-2899,19141,Journal of Central South University (formerly Journal of Central South University of Technology)
173,0022-0116,3634,Journal of Contemporary Psychotherapy
173,0040-5833,6597,Theory and Decision
173,0959-2296,10825,Diplomacy and Statecraft
173,1360-2365,3465,"Journal of Architecture, The"
173,1654-109X,18075,Applied Vegetation Science
173,1745-459X,11381,Journal of Sensory Studies
172,1078-8174,5883,Radiography
172,1934-8835,18970,International Journal of Organizational Analysis
172,0003-6838,501,Applied Biochemistry and Microbiology
172,0031-0220,19882,Palaontologische Zeitschrift
172,0169-3298,6483,Surveys in Geophysics
172,1532-7841,19685,Measurement in Physical Education and Exercise Science
172,1541-034X,20284,Social Work in Health Care
172,1742-481X,11162,International Wound Journal
172,1600-0846,6252,Skin Research and Technology
171,1471-4175,18420,"Construction Innovation: Information, Process, Management"
171,1080-6512,13005,Callaloo
171,1387-1307,3571,Journal of Clinical Monitoring and Computing (formerly Journal of Clinical Monitoring)
171,0142-4319,4059,Journal of Muscle Research and Cell Motility
171,1029-8428,19808,Neurotoxicity Research
171,0043-5325,11944,Wiener Klinische Wochenschrift
171,0264-6838,4260,Journal of Reproductive and Infant Psychology
171,0042-3114,11912,Vehicle System Dynamics
171,1523-536X,885,Birth
171,1468-229X,2690,History
171,1552-6569,19395,Journal of Neuroimaging
171,1475-1313,5332,Ophthalmic and Physiological Optics
170,1750-6220,18939,International Journal of Energy Sector Management
170,1460-2237,2629,Health Policy and Planning
170,1086-315X,13089,Eighteenth-Century Studies
170,0093-7711,2815,Immunogenetics
170,1070-5503,18921,International Journal of Behavioral Medicine
170,1021-4437,6089,Russian Journal of Plant Physiology
170,1091-6466,11630,Petroleum Science and Technology
169,1755-2613,18337,Church History
169,1755-2672,19667,Marine Biodiversity Records
169,1754-2413,122,Gender in Management (formerly Women in Management Review)
169,0236-5294,106,Acta Mathematica Hungarica
169,0943-4062,18408,Computational Statistics
169,0892-2764,1522,Contemporary Family Therapy
169,1384-6175,2500,GeoInformatica
169,0360-3997,2859,Inflammation
169,1061-8562,3030,International Journal of Computational Fluid Dynamics
169,1747-7611,19015,International Research in Geographical and Environmental Education
169,0143-4632,19387,Journal of Multilingual and Multicultural Development
169,1467-9272,20019,"Professional Geographer, The"
168,1469-2171,7001,Contemporary European History
168,1553-8389,7531,Cardiovascular Revascularization Medicine (formerly Cardiovascular Radiation Medicine)
168,1554-7191,18906,International Entrepreneurship and Management Journal
168,1861-6410,18927,International Journal of Computer Assisted Radiology and Surgery
168,1225-8873,19376,"Journal of Microbiology, The"
168,0033-1538,5760,PROSPECTS
168,0340-0727,5784,Psychological Research
168,1040-0400,6418,Structural Chemistry
168,0092-623X,4298,Journal of Sex & Marital Therapy
168,1753-2167,19615,Language Learning Journal
168,1532-7930,19895,Peabody Journal of Education
168,1440-0960,715,Australasian Journal of Dermatology
167,1744-1382,11300,Journal of Institutional Economics
167,1742-1713,20092,Renewable Agriculture and Food Systems
167,1104-6899,9231,Journal of Forest Economics
167,0968-8080,5959,Reproductive Health Matters
167,1526-5943,7447,"Journal of Risk Finance, The (incorporating Balance Sheet)"
167,1554-2815,10925,European Heart Journal Supplements
167,1758-5368,19587,"Journals of Gerontology: Series B, The"
167,1080-6377,12921,American Journal of Mathematics
167,0742-2091,1106,Cell Biology and Toxicology
167,1233-1821,2421,Foundations of Science
167,0021-2172,19044,Israel Journal of Mathematics
167,1094-6136,4285,Journal of Scheduling
167,1073-5615,19714,Metallurgical and Materials Transactions B
167,1340-3540,5052,Mycoscience
167,0954-0121,225,AIDS Care
167,1532-7043,18812,Human Performance
167,0732-8303,11220,Journal of Carbohydrate Chemistry
167,1744-7976,10665,Canadian Journal of Agricultural Economics / Revue Canadienne d'Agroeconomie
167,1934-6638,1053,Cancer Cytopathology
167,1521-3862,1160,Chemical Vapor Deposition
167,1099-1654,6041,Reviews in Medical Virology
166,0753-3969,397,Annales de Paleontologie
166,1631-0721,1425,Comptes Rendus Mecanique (formerly known as Comptes Rendus de l'Academie des Sciences - Series IIB - Mechanics)
166,1939-1382,18846,IEEE Transactions on Learning Technologies
166,2151-2426,9957,European Journal of Psychological Assessment
166,1541-0331,20492,Women & Health
166,1467-873X,1673,Curriculum Inquiry
166,1528-3585,3282,International Studies Perspectives
166,1751-2980,1205,Journal of Digestive Diseases (formerly Chinese Journal of Digestive Diseases)
166,1502-3931,19637,Lethaia
165,1464-3839,7155,Proceedings of the Edinburgh Mathematical Society
165,1740-6749,9172,Drug Discovery Today: Technologies
165,1878-7789,18870,Nano Communication Networks
165,1750-497X,19762,Multicultural Education & Technology Journal
165,1477-4615,4646,Literary and Linguistic Computing
165,1598-1037,18114,Asia Pacific Education Review
165,0929-5313,3612,Journal of Computational Neuroscience
165,1488-3473,19323,Journal of International Migration and Integration
165,1566-113X,5114,Networks and Spatial Economics
165,1616-7341,5299,Ocean Dynamics
165,1065-2469,2919,Integral Transforms & Special Functions
165,0309-8265,3827,Journal of Geography in Higher Education
165,1361-3324,5874,Race Ethnicity and Education
164,1367-0484,1516,Contact Lens and Anterior Eye (formerly known as Journal of The British Contact Lens Association) (incorporating International Contact Lens Clinic)
164,1352-7606,1597,Cross Cultural Management
164,1460-2474,11763,Screen
164,0020-1812,2910,Insectes Sociaux Birkhauser
164,1557-1874,18964,International Journal of Mental Health and Addiction
164,1940-4166,18152,Australian Journal of Learning Difficulties
164,1364-5579,3211,International Journal of Social Research Methodology
164,0957-1264,4477,Journal of Wine Research
164,1541-3101,19842,Occupational Therapy in Mental Health
164,1468-5876,3352,"Japanese Economic Review, The"
163,1474-0028,7011,Economics and Philosophy
163,1478-9523,7143,Palliative & Supportive Care
163,1080-6490,12929,American Quarterly
163,1527-9375,13155,GLQ: A Journal of Lesbian and Gay Studies
163,1598-5865,19102,Journal of Applied Mathematics and Computing
163,1557-1939,1298,Journal of Superconductivity and Novel Magnetism (formerly Journal of Superconductivity)
163,1535-1084,19802,NeuroMolecular Medicine
163,0340-2592,6744,"Urologe A, Der"
163,1741-6787,11961,Worldviews on Evidence-Based Nursing
162,0888-0395,19397,Journal of Neuroscience Nursing
162,0894-8771,6722,Ultrasound Quarterly
162,1468-0122,19892,Pastoral Care in Education
162,1552-4876,307,American Journal of Medical Genetics Part C: Seminars in Medical Genetics
162,1540-6229,5914,Real Estate Economics
161,1058-9813,5744,Progress in Pediatric Cardiology
161,0276-5624,20104,Research in Social Stratification and Mobility
161,1556-603X,10015,IEEE Computational Intelligence Magazine
161,1672-0733,19298,Journal of Huazhong University of Science and Technology - Medical Sciences
161,1572-3887,3040,"Protein Journal, The (formerly Journal of Protein Chemistry)"
161,0963-9284,12,Accounting Education
161,0963-8199,3921,Journal of International Trade & Economic Development
161,1533-2675,19460,Journal of Relationship Marketing (formerly Journal of Customer Service in Marketing & Management)
161,1521-2254,3816,"Journal of Gene Medicine, The"
160,2041-7942,19684,Mathematika
160,1743-4777,20505,World's Poultry Science Journal
160,1246-7820,6660,Transfusion Clinique et Biologique (formerly known as Revue Francaise de Transfusion et d'Hemobiologie)
160,0888-045X,914,"Bottom Line, The"
160,0955-8810,772,Behavioural Pharmacology
160,1522-9270,13621,SEL Studies in English Literature 1500-1900
160,1389-5729,829,Biogerontology
160,1570-646X,18575,Energy Efficiency
160,0892-7553,3889,Journal of Insect Behavior
160,1386-145X,6904,World Wide Web
160,1359-8139,2668,High Ability Studies
160,1547-2450,7418,"Journal of Intelligent Transportation Systems: Communication, Operations, Planning, and Technology (formerly ITS Journal - Intelligent Transportation Systems Journal)"
159,0009-5915,1214,Chromosoma
159,0022-4197,4257,Journal of Religion and Health
159,0036-0244,20182,"Russian Journal of Physical Chemistry A, Focus on Chemistry"
159,1432-4350,6601,Theory of Computing Systems (formerly: Mathematical Systems Theory)
159,2044-592X,2137,Journal of Cognitive Psychology (formerly European Journal of Cognitive Psychology)
159,1468-0416,2340,"Financial Markets, Institutions & Instruments"
159,1571-9979,11542,Negotiation Journal
158,1815-5669,19178,Journal of Contemporary Accounting & Economics
158,1006-706X,19331,"Journal of Iron and Steel Research, International"
158,1467-8284,18027,Analysis
158,1471-6798,2809,IMA Journal of Management Mathematics (formerly IMA Journal of Mathematics Applied in Business and Industry)
158,1086-3303,13561,"Philosophy, Psychiatry, & Psychology"
158,1939-1277,10235,Journal of Experimental Psychology: Human Perception & Performance
158,1558-8211,18468,Current Hematologic Malignancy Reports
